"","radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","conf_resp.keys","conf_resp.rt","response","key_resp_2.keys","participant","recog_acc","in_out_resp","in_out_corr_resp","in_out_rt","fixation_prediction","fixation_error","trial_n","age","gender","handedness","location_error","age_group"
"2810","4.85908403361345","278.546218487395","278.546218487395","260.44537815126","singletons","278.546218487395","maps/google_map_1.png","None","objects/1/1_5.jpg","0.0","indoors","CoffeeBeans.jpg","old",6,4.85621236637235,285.5,"['return']",69,1,"indoors",1,2.1615304837469,NA,NA,38,13,"f","r",6.95378151260502,"CH"
"3216","6.07326420500072","188.546218487395","278.546218487395","98.546218487395","high","348.148903471379","maps/google_map_1.png","159.602684983984","objects/1/1_123.jpg","0.0","indoors","Chair_Rocking.jpg","old",6,2.22738066455349,317,"['return']",69,1,"indoors",1,4.39412986976095,NA,NA,85,13,"f","r",31.148903471379,"CH"
"3516","0.151791478836796","278.546218487395","8.54621848739498","188.546218487395","medium","8.70142235370167","maps/google_map_1.png","90.1552038663067","objects/1/1_67.jpg","0.0","outdoors","Acorn.jpg","old",6,6.90352828288451,49.5,"['return']",69,1,"outdoors",1,0.991475036600605,NA,NA,88,13,"f","r",40.7985776462983,"CH"
"3818","6.04781329975359","278.546218487395","8.54621848739498","188.546218487395","medium","346.689934380779","maps/google_map_1.png","68.1437158933841","objects/1/1_35.jpg","0.0","outdoors","BoxTrailer.jpg","old",6,2.53337604110129,356,"['return']",69,1,"outdoors",1,1.05715630785562,NA,NA,95,13,"f","r",9.31006561922101,"CH"
"4120","5.6886893193879","188.546218487395","278.546218487395","98.546218487395","high","326.103209391663","maps/google_map_1.png","137.556990904268","objects/1/1_63.jpg","0.0","indoors","Ashtray_Empty.jpg","old",5,8.19768602051772,289,"['return']",69,1,"indoors",1,2.99070241022855,NA,NA,45,13,"f","r",37.103209391663,"CH"
"446","4.22495503256018","278.546218487395","8.54621848739498","188.546218487395","low","242.194874477972","maps/google_map_1.png","36.3513440094228","objects/1/1_121.jpg","0.0","indoors","Toast.jpg","old",6,2.06230447324924,208.5,"['return']",69,1,"indoors",1,2.05670697218738,NA,NA,31,13,"f","r",33.694874477972,"CH"
"467","5.01696358543417","188.546218487395","98.546218487395","254.411764705882","singletons","287.596638655462","maps/google_map_1.png","None","objects/1/1_32.jpg","0.0","indoors","Skirt_Long.jpg","old",6,3.0582129843533,316,"['return']",69,1,"indoors",1,2.31474209553562,NA,NA,32,13,"f","r",28.403361344538,"CH"
"486","1.01734827264239","278.546218487395","98.546218487395","233.294117647059","singletons","58.3193277310924","maps/google_map_1.png","None","objects/1/1_85.jpg","0.0","outdoors","Panda.jpg","old",6,2.61244822200388,62,"['return']",69,1,"outdoors",1,4.07892263005488,NA,NA,39,13,"f","r",3.6806722689076,"CH"
"503","3.20054973573889","188.546218487395","278.546218487395","98.546218487395","low","183.471003959554","maps/google_map_1.png","5.07521452784096","objects/1/1_66.jpg","0.0","outdoors","Pickaxe.jpg","old",6,2.81983509613201,216,"['return']",69,1,"outdoors",1,0.432366703404114,NA,NA,63,13,"f","r",32.528996040446,"CH"
"604","6.21776042596565","188.546218487395","278.546218487395","98.546218487395","high","356.432126329241","maps/google_map_1.png","167.885907841846","objects/1/1_36.jpg","0.0","outdoors","Flower_Daisy.jpg","old",6,1.57896645739675,324,"['return']",69,1,"outdoors",1,1.04585941135883,NA,NA,31,13,"f","r",32.432126329241,"CH"
"676","3.2267973759193","188.546218487395","278.546218487395","98.546218487395","low","184.975645753336","maps/google_map_1.png","3.57057273405938","objects/1/1_46.jpg","0.0","outdoors","Hat_Cowboy.jpg","old",6,2.17766219703481,204,"['return']",69,1,"outdoors",1,2.7108284807764,NA,NA,8,13,"f","r",19.024354246664,"CH"
"696","0.80105800927745","278.546218487395","8.54621848739498","188.546218487395","medium","45.920522824822","maps/google_map_1.png","127.374304337427","objects/1/1_54.jpg","0.0","outdoors","LightHouse.jpg","old",6,12.9898286429234,62.5,"['return']",69,1,"outdoors",1,1.27292532939464,NA,NA,28,13,"f","r",16.579477175178,"CH"
"717","5.18106871699577","188.546218487395","278.546218487395","98.546218487395","medium","297.00393919084","maps/google_map_1.png","108.457720703445","objects/1/1_45.jpg","0.0","outdoors","Seashell_AlternateTellin.jpg","old",6,2.22006332385354,306.5,"['return']",69,1,"outdoors",1,2.57595688616857,NA,NA,38,13,"f","r",9.49606080915999,"CH"
"747","4.10549348735127","278.546218487395","8.54621848739498","188.546218487395","low","235.34676042141","maps/google_map_1.png","43.1994580659848","objects/1/1_120.jpg","0.0","outdoors","Hose_Garden.jpg","old",6,2.89362718164921,271,"['return']",69,1,"outdoors",1,2.5133423875086,NA,NA,66,13,"f","r",35.65323957859,"CH"
"768","0.347384359563122","278.546218487395","8.54621848739498","188.546218487395","medium","19.9137530959752","maps/google_map_1.png","101.36753460858","objects/1/1_31.jpg","0.0","indoors","RugRoled.jpg","old",6,3.0212289027404,199,"['return']",69,1,"indoors",1,4.62486071232706,NA,NA,100,13,"f","r",179.086246904025,"CH"
"824","4.47167755887972","188.546218487395","278.546218487395","98.546218487395","medium","256.338204012213","maps/google_map_1.png","67.7919855248183","objects/1/1_65.jpg","0.0","indoors","Mattress.jpg","old",6,1.9979689642787,318.5,"['return']",69,1,"indoors",1,1.44150095130317,NA,NA,68,13,"f","r",62.161795987787,"CH"
"845","2.17513165266106","278.546218487395","278.546218487395","320.781512605042","singletons","124.689075630252","maps/google_map_1.png","None","objects/1/1_114.jpg","0.0","outdoors","Grenade.jpg","old",1,1.41514814924449,225,"['return']",69,0,"indoors",0,3.53136039688252,NA,NA,72,13,"f","r",100.310924369748,"CH"
"873","2.12250513538749","188.546218487395","98.546218487395","326.81512605042","singletons","121.672268907563","maps/google_map_1.png","None","objects/1/1_50.jpg","0.0","outdoors","TowerEiffel.jpg","old",6,2.06745114712976,75,"['return']",69,1,"outdoors",1,0.950094456551597,NA,NA,42,13,"f","r",46.672268907563,"CH"
"895","6.22737348272642","278.546218487395","98.546218487395","148.823529411765","singletons","356.983193277311","maps/google_map_1.png","None","objects/1/1_130.jpg","0.0","indoors","ToothBrush.jpg","old",6,1.87951720622368,355.5,"['return']",69,1,"indoors",1,0.926513472339138,NA,NA,98,13,"f","r",1.48319327731099,"CH"
"955","3.4922266555244","188.546218487395","278.546218487395","98.546218487395","low","200.191336940889","maps/google_map_1.png","11.6451184534942","objects/1/1_118.jpg","0.0","outdoors","DogHouse.jpg","old",6,1.64584178780206,188,"['return']",69,1,"outdoors",1,0.529170807218179,NA,NA,71,13,"f","r",12.191336940889,"CH"
"993","1.56741066401953","278.546218487395","8.54621848739498","188.546218487395","high","89.8515667272341","maps/google_map_1.png","171.305348239839","objects/1/1_75.jpg","0.0","outdoors","Horseshoe.jpg","old",1,0.578924121567979,71,"['return']",69,0,"outdoors",1,1.43793352716602,NA,NA,56,13,"f","r",18.8515667272341,"CH"
"1016","5.92120093472663","188.546218487395","278.546218487395","98.546218487395","high","339.431900716813","maps/google_map_1.png","150.885682229418","objects/1/1_21.jpg","0.0","outdoors","Cow.jpg","old",6,1.95005425368436,166.5,"['return']",69,1,"outdoors",1,1.48975915811025,NA,NA,82,13,"f","r",172.931900716813,"CH"
"1033","3.66431858064954","188.546218487395","278.546218487395","98.546218487395","low","210.056479145515","maps/google_map_1.png","21.5102606581202","objects/1/1_12.jpg","0.0","indoors","PhoneCase.jpg","old",6,1.92121915263124,204,"['return']",69,1,"indoors",1,1.35979561810382,NA,NA,58,13,"f","r",6.056479145515,"CH"
"1076","5.76292772762839","278.546218487395","8.54621848739498","188.546218487395","medium","330.358914322646","maps/google_map_1.png","51.8126958352513","objects/1/1_20.jpg","0.0","indoors","Clock_Wall.jpg","old",1,0.712564773624763,226,"['return']",69,0,"indoors",1,2.9609872396104,NA,NA,25,13,"f","r",104.358914322646,"CH"
"1109","0.166017523481398","188.546218487395","278.546218487395","98.546218487395","high","9.51692809765973","maps/google_map_1.png","179.029290389735","objects/1/1_90.jpg","0.0","indoors","ShoeLace_Flat.jpg","old",6,1.81556432205252,313.5,"['return']",69,1,"outdoors",0,3.77516110334545,NA,NA,54,13,"f","r",56.0169280976597,"CH"
"1202","6.22737348272642","188.546218487395","8.54621848739498","67.3697478991597","singletons","356.983193277311","maps/google_map_1.png","None","objects/1/1_69.jpg","0.0","indoors","Oven.jpg","old",6,1.71347691537812,299.5,"['return']",69,1,"indoors",1,0.785308842081577,NA,NA,80,13,"f","r",57.483193277311,"CH"
"1233","1.65844767379237","278.546218487395","8.54621848739498","188.546218487395","high","95.0702488161232","maps/google_map_1.png","176.524030328728","objects/1/1_113.jpg","0.0","indoors","Toilet.jpg","old",6,3.30684348871,85,"['return']",69,1,"indoors",1,4.47818355145864,NA,NA,35,13,"f","r",10.0702488161232,"CH"
"1282","4.78450819123898","188.546218487395","278.546218487395","98.546218487395","medium","274.271170198413","maps/google_map_1.png","85.7249517110176","objects/1/1_23.jpg","0.0","indoors","Stethoscope.jpg","old",6,1.71912712766789,320.5,"['return']",69,1,"indoors",1,1.93906504497863,NA,NA,74,13,"f","r",46.228829801587,"CH"
"1317","3.1571288468953","188.546218487395","278.546218487395","98.546218487395","low","180.981908420749","maps/google_map_1.png","7.56431006664558","objects/1/1_70.jpg","0.0","outdoors","Colosseum.jpg","old",6,1.60180079378188,107,"['return']",69,1,"outdoors",1,1.20484984619543,NA,NA,2,13,"f","r",73.981908420749,"CH"
"1334","1.15399061185902","278.546218487395","8.54621848739498","188.546218487395","high","66.1523280683514","maps/google_map_1.png","147.606109580956","objects/1/1_3.jpg","0.0","outdoors","Pig.jpg","old",1,1.0116225478705,103.5,"['return']",69,0,"outdoors",1,3.33717360137962,NA,NA,43,13,"f","r",37.3476719316486,"CH"
"1356","4.65211968811001","278.546218487395","8.54621848739498","188.546218487395","low","266.682020337516","maps/google_map_1.png","11.8641981498787","objects/1/1_129.jpg","0.0","outdoors","LifeJacket_BlueYellow.jpg","old",1,1.12184225721285,298.5,"['return']",69,0,"outdoors",1,8.45590503141284,NA,NA,19,13,"f","r",31.817979662484,"CH"
"1373","4.22756582633053","278.546218487395","188.546218487395","356.983193277311","singletons","242.344537815126","maps/google_map_1.png","None","objects/1/1_88.jpg","0.0","outdoors","Golf_Club.jpg","old",1,1.9332152295392,326.5,"['return']",69,0,"outdoors",1,2.79948200029321,NA,NA,84,13,"f","r",84.155462184874,"CH"
"1393","5.50326587727887","188.546218487395","278.546218487395","98.546218487395","medium","315.473840098789","maps/google_map_1.png","126.927621611394","objects/1/1_101.jpg","0.0","indoors","Accordion.jpg","old",6,2.74131103395484,313.5,"['return']",69,1,"indoors",1,3.29963691043667,NA,NA,83,13,"f","r",1.97384009878903,"CH"
"1416","2.94743116792774","188.546218487395","278.546218487395","98.546218487395","low","168.961022365284","maps/google_map_1.png","19.5851961221106","objects/1/1_8.jpg","0.0","outdoors","Snake_Cobra.jpg","old",6,3.5404101817403,65,"['return']",69,1,"outdoors",1,2.59454289940186,NA,NA,3,13,"f","r",103.961022365284,"CH"
"1436","0.213321202875933","188.546218487395","278.546218487395","98.546218487395","high","12.2286039865185","maps/google_map_1.png","176.317614500877","objects/1/1_141.jpg","0.0","outdoors","Owl.jpg","old",6,1.5928843182046,352,"['return']",69,1,"outdoors",1,1.03495668619871,NA,NA,24,13,"f","r",20.2286039865185,"CH"
"1457","3.80487199124552","188.546218487395","278.546218487395","98.546218487395","low","218.113681026813","maps/google_map_1.png","29.567462539418","objects/1/1_104.jpg","0.0","indoors","Desk_Office.jpg","old",6,1.4513528693933,252,"['return']",69,1,"indoors",1,2.1087433192879,NA,NA,21,13,"f","r",33.886318973187,"CH"
"1476","5.49172847940715","278.546218487395","8.54621848739498","188.546218487395","low","314.812460602958","maps/google_map_1.png","36.2662421155628","objects/1/1_61.jpg","0.0","indoors","ServiceBell.jpg","old",1,1.44969600392506,185,"['return']",69,0,"indoors",1,1.50295089767314,NA,NA,60,13,"f","r",129.812460602958,"CH"
"1492","4.92305460163481","278.546218487395","8.54621848739498","188.546218487395","low","282.213321112824","maps/google_map_1.png","3.66710262542862","objects/1/1_107.jpg","0.0","indoors","Cup_sippy.jpg","old",1,1.87207831069827,312.5,"['return']",69,0,"indoors",1,1.05379735515453,NA,NA,6,13,"f","r",30.286678887176,"CH"
"1516","4.64857796451914","278.546218487395","278.546218487395","178.991596638655","singletons","266.478991596639","maps/google_map_1.png","None","objects/1/1_56.jpg","0.0","indoors","Case_CD.jpg","old",1,2.81726256106049,327.5,"['return']",69,0,"indoors",1,17.2698175041005,NA,NA,76,13,"f","r",61.021008403361,"CH"
"1537","2.85927637721755","278.546218487395","278.546218487395","350.949579831933","singletons","163.90756302521","maps/google_map_1.png","None","objects/1/1_27.jpg","0.0","indoors","Toy_WoodenPlainSingle.jpg","old",6,1.62426661746576,238.5,"['return']",69,1,"outdoors",0,3.94538813829422,NA,NA,54,13,"f","r",74.59243697479,"CH"
"1557","5.24606004721831","278.546218487395","8.54621848739498","188.546218487395","low","300.729556846909","maps/google_map_1.png","22.1833383595143","objects/1/1_10.jpg","0.0","outdoors","Fish_Rockbass.jpg","old",5,3.34471437521279,317,"['return']",69,1,"indoors",0,4.36904019513167,NA,NA,14,13,"f","r",16.270443153091,"CH"
"1595","2.91554013307121","188.546218487395","278.546218487395","98.546218487395","low","167.132873870324","maps/google_map_1.png","21.4133446170711","objects/1/1_115.jpg","0.0","indoors","HairDryer.jpg","old",6,1.46183255850337,324,"['return']",69,1,"indoors",1,1.80562292179093,NA,NA,91,13,"f","r",156.867126129676,"CH"
"1617","2.49089075630252","188.546218487395","8.54621848739498","200.109243697479","singletons","142.789915966387","maps/google_map_1.png","None","objects/1/1_105.jpg","0.0","outdoors","Hippopotamus.jpg","old",6,1.58384019415826,85.5,"['return']",69,1,"outdoors",1,2.7288516217377,NA,NA,44,13,"f","r",57.289915966387,"CH"
"1632","3.23000818458978","188.546218487395","278.546218487395","98.546218487395","low","185.159704849096","maps/google_map_1.png","3.38651363829943","objects/1/1_34.jpg","0.0","indoors","Ruler_Wooden.jpg","old",6,1.60364913195372,250.5,"['return']",69,1,"indoors",1,1.52120784716681,NA,NA,89,13,"f","r",65.340295150904,"CH"
"1664","4.9732707222591","278.546218487395","8.54621848739498","188.546218487395","low","285.091952231413","maps/google_map_1.png","6.54573374401815","objects/1/1_7.jpg","0.0","indoors","Briefcase_Open.jpg","old",1,0.964527610689402,317,"['return']",69,0,"indoors",1,2.23779151006602,NA,NA,45,13,"f","r",31.908047768587,"CH"
"1733","4.82727684000452","278.546218487395","8.54621848739498","188.546218487395","low","276.722876178603","maps/google_map_1.png","1.82334230879173","objects/1/1_33.jpg","0.0","indoors","Mop.jpg","old",6,1.43584741977975,324,"['return']",69,1,"indoors",1,2.78316158847883,NA,NA,3,13,"f","r",47.277123821397,"CH"
"1755","5.28009617180205","278.546218487395","188.546218487395","7.03361344537815","singletons","302.680672268908","maps/google_map_1.png","None","objects/1/1_57.jpg","0.0","outdoors","Hat_Hard.jpg","old",6,2.59794375509955,324,"['return']",69,1,"outdoors",1,4.19243041216396,NA,NA,99,13,"f","r",21.319327731092,"CH"
"1794","3.27931031909381","188.546218487395","278.546218487395","98.546218487395","low","187.985941858881","maps/google_map_1.png","0.560276628514309","objects/1/1_102.jpg","0.0","outdoors","Stingray.jpg","old",5,1.99329888750799,310,"['return']",69,1,"indoors",0,3.95819308352657,NA,NA,4,13,"f","r",122.014058141119,"CH"
"1858","0.0174444444444444","188.546218487395","8.54621848739498","25.1344537815126","singletons","1.0","maps/google_map_1.png","None","objects/1/1_134.jpg","0.0","indoors","Pretzel_Sticks.jpg","old",6,1.70071943756193,292.5,"['return']",69,1,"outdoors",0,4.44242399767973,NA,NA,77,13,"f","r",68.5,"CH"
"1875","5.69487894266871","278.546218487395","8.54621848739498","188.546218487395","low","326.458028560627","maps/google_map_1.png","47.9118100732318","objects/1/1_127.jpg","0.0","outdoors","FireHydrant.jpg","old",6,2.4041732607875,228.5,"['return']",69,1,"outdoors",1,1.21749763609841,NA,NA,7,13,"f","r",97.958028560627,"CH"
"1905","2.20584154110065","278.546218487395","8.54621848739498","188.546218487395","high","126.449515094941","maps/google_map_1.png","152.096703392454","objects/1/1_111.jpg","0.0","indoors","Hand.jpg","old",6,1.46208625193685,32,"['return']",69,1,"indoors",1,13.2984553596471,NA,NA,32,13,"f","r",94.449515094941,"CH"
"1925","5.25354596478294","188.546218487395","278.546218487395","98.546218487395","medium","301.158685879277","maps/google_map_1.png","112.612467391882","objects/1/1_39.jpg","0.0","indoors","Clip_Binder.jpg","old",6,1.62521820841357,335,"['return']",69,1,"indoors",1,4.11750873341225,NA,NA,67,13,"f","r",33.841314120723,"CH"
"1965","0.54289803711593","278.546218487395","8.54621848739498","188.546218487395","medium","31.1215435289387","maps/google_map_1.png","112.575325041544","objects/1/1_24.jpg","0.0","outdoors","Igloo.jpg","old",6,1.64702237630263,71.5,"['return']",69,1,"outdoors",1,1.29733827430755,NA,NA,81,13,"f","r",40.3784564710613,"CH"
"1985","0.285376682212929","188.546218487395","278.546218487395","98.546218487395","high","16.3591728657093","maps/google_map_1.png","172.187045621686","objects/1/1_42.jpg","0.0","outdoors","Ambulance.jpg","old",6,1.57499716477469,348.5,"['return']",69,1,"outdoors",1,1.04014120576903,NA,NA,78,13,"f","r",27.8591728657093,"CH"
"2042","0.385830065359477","278.546218487395","188.546218487395","182.008403361345","singletons","22.1176470588235","maps/google_map_1.png","None","objects/1/1_128.jpg","0.0","indoors","WindowBlinds.jpg","old",6,1.54448819998652,207,"['return']",69,1,"indoors",1,9.34431614703499,NA,NA,65,13,"f","r",175.117647058824,"CH"
"2065","1.74829778267432","278.546218487395","8.54621848739498","188.546218487395","high","100.220892000439","maps/google_map_1.png","178.325326486956","objects/1/1_2.jpg","0.0","indoors","Teabag.jpg","old",6,2.07883271505125,81.5,"['return']",69,1,"indoors",1,7.12898331135511,NA,NA,41,13,"f","r",18.720892000439,"CH"
"2084","5.80636134453782","278.546218487395","188.546218487395","260.44537815126","singletons","332.848739495798","maps/google_map_1.png","None","objects/1/1_79.jpg","0.0","indoors","Pencil.jpg","old",6,1.48405559314415,310,"['return']",69,1,"indoors",1,3.15931908483617,NA,NA,16,13,"f","r",22.848739495798,"CH"
"2104","0.421220921507458","188.546218487395","278.546218487395","98.546218487395","high","24.1464222520199","maps/google_map_1.png","164.399796235375","objects/1/1_100.jpg","0.0","indoors","Pasta_Macaroni.jpg","old",6,1.56249402184039,348.5,"['return']",69,1,"indoors",1,1.48496303637512,NA,NA,69,13,"f","r",35.6464222520199,"CH"
"2133","4.31163716376971","278.546218487395","8.54621848739498","188.546218487395","low","247.163913846671","maps/google_map_1.png","31.3823046407237","objects/1/1_96.jpg","0.0","indoors","IroningBoard.jpg","old",5,2.1124405246228,327.5,"['return']",69,1,"indoors",1,0.838486328953877,NA,NA,89,13,"f","r",80.336086153329,"CH"
"2173","4.61306658236582","278.546218487395","8.54621848739498","188.546218487395","low","264.443307269378","maps/google_map_1.png","14.1029112180169","objects/1/1_37.jpg","0.0","indoors","SmokeDetector.jpg","old",6,1.39780173799954,331,"['return']",69,1,"indoors",1,1.0510009538848,NA,NA,12,13,"f","r",66.556692730622,"CH"
"2193","4.91171055088702","188.546218487395","8.54621848739498","284.579831932773","singletons","281.563025210084","maps/google_map_1.png","None","objects/1/1_112.jpg","0.0","outdoors","House_Stone.jpg","old",6,1.35597086045891,327.5,"['return']",69,1,"outdoors",1,1.54063672572374,NA,NA,20,13,"f","r",45.936974789916,"CH"
"2223","0.327926611419654","188.546218487395","278.546218487395","98.546218487395","high","18.7983407820184","maps/google_map_1.png","169.747877705377","objects/2/2_76.jpg","0.0","indoors","Dart.jpg","old",6,1.4092256417498,316,"['return']",69,1,"indoors",1,0.946457435144112,NA,NA,92,13,"f","r",62.7983407820184,"CH"
"2264","3.38554154995331","278.546218487395","188.546218487395","172.957983193277","singletons","194.075630252101","maps/google_map_1.png","None","objects/1/1_22.jpg","0.0","indoors","Vase_Decorative.jpg","old",1,1.2411375218071,313.5,"['return']",69,0,"outdoors",0,19.4774888611864,NA,NA,34,13,"f","r",119.424369747899,"CH"
"2283","1.64735628723528","278.546218487395","8.54621848739498","188.546218487395","high","94.4344368478824","maps/google_map_1.png","175.888218360487","objects/1/1_14.jpg","0.0","outdoors","Bird_Peacock.jpg","old",5,1.6934004931245,72,"['return']",69,1,"outdoors",1,2.40350434090942,NA,NA,59,13,"f","r",22.4344368478824,"CH"
"2306","1.72967132424133","278.546218487395","8.54621848739498","188.546218487395","high","99.153133236764","maps/google_map_1.png","179.393085250631","objects/1/1_71.jpg","0.0","outdoors","PoliceTape.jpg","old",6,2.43304139678366,76.5,"['return']",69,1,"outdoors",1,6.14105989015661,NA,NA,23,13,"f","r",22.653133236764,"CH"
"2386","4.25085925550096","188.546218487395","278.546218487395","98.546218487395","medium","243.679829933176","maps/google_map_1.png","55.1336114457809","objects/1/1_125.jpg","0.0","outdoors","Door_Green.jpg","old",6,1.375284277834,236.5,"['return']",69,1,"outdoors",1,2.29086187458597,NA,NA,93,13,"f","r",7.179829933176,"CH"
"2413","4.63183095649245","278.546218487395","8.54621848739498","188.546218487395","low","265.51897202823","maps/google_map_1.png","13.0272464591654","objects/1/1_86.jpg","0.0","outdoors","Light_Traffic.jpg","old",5,1.81531191151589,327.5,"['return']",69,1,"outdoors",1,1.3999378788285,NA,NA,9,13,"f","r",61.98102797177,"CH"
"2435","0.280577030812325","188.546218487395","188.546218487395","215.193277310924","singletons","16.0840336134454","maps/google_map_1.png","None","objects/1/1_48.jpg","0.0","indoors","Corkscrew.jpg","old",6,2.51159239956178,341.5,"['return']",69,1,"indoors",1,1.0551011019852,NA,NA,23,13,"f","r",34.5840336134454,"CH"
"2454","1.87134977438383","278.546218487395","8.54621848739498","188.546218487395","high","107.27482783092","maps/google_map_1.png","171.271390656475","objects/1/1_29.jpg","0.0","indoors","DogTreat.jpg","old",6,1.57803795835935,250.5,"['return']",69,1,"outdoors",0,2.18835656344891,NA,NA,49,13,"f","r",143.22517216908,"CH"
"2473","2.64877030812325","278.546218487395","188.546218487395","360.0","singletons","151.840336134454","maps/google_map_1.png","None","objects/1/1_109.jpg","0.0","outdoors","Camel_Dromedary.jpg","old",6,1.61358615453355,331,"['return']",69,1,"outdoors",1,2.79339014971629,NA,NA,47,13,"f","r",179.159663865546,"CH"
"2506","5.30625175922306","188.546218487395","278.546218487395","98.546218487395","medium","304.180037152914","maps/google_map_1.png","115.633818665519","objects/1/1_19.jpg","0.0","outdoors","Birdhouse.jpg","old",6,1.23846941045485,334.5,"['return']",69,1,"outdoors",1,0.920936706243083,NA,NA,55,13,"f","r",30.319962847086,"CH"
"2535","6.23046398962511","278.546218487395","8.54621848739498","188.546218487395","medium","357.160356093159","maps/google_map_1.png","78.6141376057639","objects/1/1_122.jpg","0.0","outdoors","LeafBlower.jpg","old",6,1.91263591032475,306.5,"['return']",69,1,"outdoors",1,1.95414777914993,NA,NA,85,13,"f","r",50.660356093159,"CH"
"2554","4.60476237310549","278.546218487395","8.54621848739498","188.546218487395","low","263.967269795856","maps/google_map_1.png","14.5789486915389","objects/1/1_30.jpg","0.0","outdoors","Dolphine.jpg","old",6,1.35235019563697,331,"['return']",69,1,"outdoors",1,1.77928498527035,NA,NA,90,13,"f","r",67.032730204144,"CH"
"2573","5.28667359426979","188.546218487395","278.546218487395","98.546218487395","medium","303.05772196451","maps/google_map_1.png","114.511503477115","objects/1/1_103.jpg","0.0","outdoors","Stone_Spa.jpg","old",6,1.90364630962722,352,"['return']",69,1,"indoors",0,1.94201699784026,NA,NA,34,13,"f","r",48.94227803549,"CH"
"2606","3.37155192222266","188.546218487395","278.546218487395","98.546218487395","low","193.273677070089","maps/google_map_1.png","4.72745858269371","objects/1/1_80.jpg","0.0","indoors","Tofu.jpg","old",6,1.31066236132756,1,"['return']",69,1,"indoors",1,2.85874235723168,NA,NA,94,13,"f","r",167.726322929911,"CH"
"2673","3.12228088635811","188.546218487395","278.546218487395","98.546218487395","low","178.984254631994","maps/google_map_1.png","9.56196385540119","objects/1/1_53.jpg","0.0","indoors","NailPolish.jpg","old",1,0.475733421044424,236.5,"['return']",69,0,"indoors",1,6.06263493211009,NA,NA,87,13,"f","r",57.515745368006,"CH"
"2725","4.92973615072796","188.546218487395","278.546218487395","98.546218487395","medium","282.596339850647","maps/google_map_1.png","94.0501213632524","objects/1/1_11.jpg","0.0","indoors","Licorice.jpg","old",6,1.55387229262851,330,"['return']",69,1,"indoors",1,2.36817680369131,NA,NA,90,13,"f","r",47.403660149353,"CH"
"2757","3.3144337558624","188.546218487395","278.546218487395","98.546218487395","low","189.999387278736","maps/google_map_1.png","1.45316879134106","objects/1/1_17.jpg","0.0","outdoors","TigerWhite.jpg","old",1,1.46577202365734,83.5,"['return']",69,0,"indoors",0,10.4001418598928,NA,NA,1,13,"f","r",106.499387278736,"CH"
"2777","5.54322875816993","188.546218487395","98.546218487395","206.142857142857","singletons","317.764705882353","maps/google_map_1.png","None","objects/1/1_108.jpg","0.0","indoors","Lipstick.jpg","old",6,1.93652062141337,327.5,"['return']",69,1,"indoors",1,2.4620584610384,NA,NA,51,13,"f","r",9.73529411764702,"CH"
"2795","5.92818634413777","188.546218487395","278.546218487395","98.546218487395","high","339.83233819898","maps/google_map_1.png","151.286119711585","objects/1/1_28.jpg","0.0","outdoors","Boat_Sail.jpg","old",6,2.13443488255143,338,"['return']",69,1,"outdoors",1,1.34601759305224,NA,NA,84,13,"f","r",1.83233819897998,"CH"
"2823","2.11609843794618","278.546218487395","8.54621848739498","188.546218487395","high","121.305005996915","maps/google_map_1.png","157.24121249048","objects/1/1_126.jpg","0.0","outdoors","Bench_Park.jpg","old",6,1.99785350309685,125,"['return']",69,1,"outdoors",1,2.49248532042839,NA,NA,48,13,"f","r",3.694994003085,"CH"
"2853","4.21773901731603","188.546218487395","278.546218487395","98.546218487395","medium","241.781217553148","maps/google_map_1.png","53.234999065753","objects/1/1_49.jpg","0.0","outdoors","Bird_Hen.jpg","old",6,1.36720810178667,317,"['return']",69,1,"outdoors",1,0.570599175291136,NA,NA,73,13,"f","r",75.218782446852,"CH"
"2885","3.87827634080707","188.546218487395","278.546218487395","98.546218487395","low","222.321573676839","maps/google_map_1.png","33.7753551894436","objects/1/1_77.jpg","0.0","indoors","Battery_AA.jpg","old",6,1.55754266935401,303,"['return']",69,1,"indoors",1,1.78259390499443,NA,NA,15,13,"f","r",80.678426323161,"CH"
"2919","0.285465309479161","188.546218487395","278.546218487395","98.546218487395","high","16.3642534096334","maps/google_map_1.png","172.181965077762","objects/1/1_26.jpg","0.0","indoors","Razor.jpg","old",6,1.31278107059188,166.5,"['return']",69,1,"indoors",1,1.78597370511852,NA,NA,29,13,"f","r",150.135746590367,"CH"
"2936","5.06375647588063","188.546218487395","278.546218487395","98.546218487395","medium","290.279033649208","maps/google_map_1.png","101.732815161813","objects/1/1_43.jpg","0.0","outdoors","Hangar.jpg","old",6,1.42744121747091,289,"['return']",69,1,"outdoors",1,1.38670925563201,NA,NA,27,13,"f","r",1.27903364920797,"CH"
"2957","1.438360410831","278.546218487395","188.546218487395","67.3697478991597","singletons","82.453781512605","maps/google_map_1.png","None","objects/1/1_78.jpg","0.0","outdoors","Boat_Row.jpg","old",1,1.65988890104927,344.5,"['return']",69,0,"indoors",0,2.66140315565281,NA,NA,44,13,"f","r",97.953781512605,"CH"
