"","radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","conf_resp.keys","conf_resp.rt","response","key_resp_2.keys","participant","recog_acc","in_out_resp","in_out_corr_resp","in_out_rt","fixation_prediction","fixation_error","trial_n","age","gender","handedness","location_error","age_group"
"3759","3.62372028285925","70.890756302521","160.890756302521","340.890756302521","high","207.729188189384","maps/google_map_1.png","136.838431886863","objects/1/1_139.jpg","0.0","outdoors","Boot_Rain.jpg","old",6,2.2426347263754,247,"['return']",105,1,"outdoors",1,0.338449044802019,NA,NA,88,21,"f","r",39.270811810616,"YA"
"3789","0.912095238095238","160.890756302521","160.890756302521","233.294117647059","singletons","52.2857142857143","maps/google_map_1.png","None","objects/1/1_83.jpg","0.0","outdoors","Swing_Child.jpg","old",4,2.1423404611005,74.5,"['return']",105,1,"outdoors",1,0.718831894348455,NA,NA,54,21,"f","r",22.2142857142857,"YA"
"38013","3.20944249267478","160.890756302521","250.890756302521","70.890756302521","low","183.98077983486","maps/google_map_1.png","23.0900235323389","objects/1/1_123.jpg","0.0","indoors","Chair_Rocking.jpg","old",6,1.85966394603474,219.5,"['return']",105,1,"indoors",1,0.831078942474733,NA,NA,35,21,"f","r",35.51922016514,"YA"
"38217","4.2459146954311","160.890756302521","250.890756302521","70.890756302521","medium","243.396383814521","maps/google_map_1.png","82.5056275120005","objects/1/1_6.jpg","0.0","outdoors","Bird_Parrot.jpg","old",6,1.60085290603547,247,"['return']",105,1,"outdoors",1,2.24467479998941,NA,NA,49,21,"f","r",3.60361618547901,"YA"
"38411","1.12473893384828","70.890756302521","160.890756302521","340.890756302521","low","64.4754802842961","maps/google_map_1.png","6.41527601822493","objects/1/1_100.jpg","0.0","indoors","Pasta_Macaroni.jpg","old",5,3.94826681941049,123.5,"['return']",105,1,"indoors",1,0.449857396804191,NA,NA,84,21,"f","r",59.0245197157039,"YA"
"38914","3.75392717086835","160.890756302521","160.890756302521","344.915966386555","singletons","215.193277310924","maps/google_map_1.png","None","objects/1/1_29.jpg","0.0","indoors","DogTreat.jpg","old",6,3.41210041440263,245.5,"['return']",105,1,"indoors",1,1.01170073221704,NA,NA,71,21,"f","r",30.306722689076,"YA"
"39114","1.26464792587268","70.890756302521","160.890756302521","340.890756302521","low","72.4957409735929","maps/google_map_1.png","1.6049846710719","objects/1/1_5.jpg","0.0","indoors","CoffeeBeans.jpg","old",6,1.52846525202767,237,"['return']",105,1,"indoors",1,0.351295367769353,NA,NA,50,21,"f","r",164.504259026407,"YA"
"3938","3.47249977489756","70.890756302521","160.890756302521","340.890756302521","medium","199.060496650178","maps/google_map_1.png","128.169740347657","objects/1/1_127.jpg","0.0","outdoors","FireHydrant.jpg","old",6,1.73400930602475,95.5,"['return']",105,1,"outdoors",1,0.344108880558679,NA,NA,31,21,"f","r",103.560496650178,"YA"
"3955","4.43297890750281","70.890756302521","160.890756302521","340.890756302521","high","254.119809984237","maps/google_map_1.png","176.770946318284","objects/1/1_135.jpg","0.0","outdoors","Sphinx.jpg","old",6,1.61207828437091,313.5,"['return']",105,1,"outdoors",1,0.323278427069454,NA,NA,45,21,"f","r",59.380190015763,"YA"
"39918","3.10123805972358","160.890756302521","250.890756302521","70.890756302521","low","177.777977945938","maps/google_map_1.png","16.8872216434167","objects/1/1_109.jpg","0.0","outdoors","Camel_Dromedary.jpg","old",5,2.12740204833699,39.5,"['return']",105,1,"outdoors",1,0.386864422287431,NA,NA,91,21,"f","r",138.277977945938,"YA"
"40111","2.76978570815096","160.890756302521","250.890756302521","70.890756302521","low","158.777524671074","maps/google_map_1.png","2.11323163144699","objects/1/1_66.jpg","0.0","outdoors","Pickaxe.jpg","old",4,3.31361824591568,359,"['return']",105,1,"outdoors",1,3.56425618959508,NA,NA,34,21,"f","r",159.777524671074,"YA"
"40513","2.70139682539683","70.890756302521","70.890756302521","13.0672268907563","singletons","154.857142857143","maps/google_map_1.png","None","objects/1/1_114.jpg","0.0","outdoors","Grenade.jpg","old",6,1.79613536060879,206,"['return']",105,1,"outdoors",1,0.829682826135013,NA,NA,90,21,"f","r",51.142857142857,"YA"
"4089","6.0694939309057","160.890756302521","340.890756302521","124.689075630252","singletons","347.932773109244","maps/google_map_1.png","None","objects/1/1_53.jpg","0.0","indoors","NailPolish.jpg","old",6,1.36118851277479,307,"['return']",105,1,"indoors",1,0.975560466304046,NA,NA,38,21,"f","r",40.932773109244,"YA"
"4106","4.18210273694768","160.890756302521","250.890756302521","70.890756302521","medium","239.738373455599","maps/google_map_1.png","78.8476171530783","objects/1/1_50.jpg","0.0","outdoors","TowerEiffel.jpg","old",5,1.81639331980296,50,"['return']",105,1,"outdoors",1,0.885497652294021,NA,NA,52,21,"f","r",170.261626544401,"YA"
"4137","3.22766199813259","160.890756302521","160.890756302521","296.647058823529","singletons","185.025210084034","maps/google_map_1.png","None","objects/1/1_14.jpg","0.0","outdoors","Bird_Peacock.jpg","old",5,2.32783214068877,43,"['return']",105,1,"outdoors",1,2.86294330141743,NA,NA,74,21,"f","r",142.025210084034,"YA"
"41616","3.11196081714527","70.890756302521","160.890756302521","340.890756302521","medium","178.392658307691","maps/google_map_1.png","107.50190200517","objects/1/1_77.jpg","0.0","indoors","Battery_AA.jpg","old",1,0.888183462958295,298.5,"['return']",105,0,"indoors",1,0.623534205333044,NA,NA,65,21,"f","r",120.107341692309,"YA"
"41913","3.15500459827305","70.890756302521","160.890756302521","340.890756302521","medium","180.860136206735","maps/google_map_1.png","109.969379904214","objects/1/1_133.jpg","0.0","indoors","Clip_Paper.jpg","old",5,1.90571525884206,108.5,"['return']",105,1,"indoors",1,0.6457351171548,NA,NA,39,21,"f","r",72.360136206735,"YA"
"42210","3.87083054085783","70.890756302521","160.890756302521","340.890756302521","high","221.894744380385","maps/google_map_1.png","151.003988077864","objects/1/1_21.jpg","0.0","outdoors","Cow.jpg","old",5,2.34914400254729,255,"['return']",105,1,"outdoors",1,0.33341430225596,NA,NA,57,21,"f","r",33.105255619615,"YA"
"550","6.11041868579664","188.042016806723","278.042016806723","98.0420168067227","high","350.278778166686","maps/google_map_1.png","162.236761359964","objects/1/1_128.jpg","0.0","indoors","WindowBlinds.jpg","old",3,6.31303790444508,294,"['return']",106,0,"indoors",1,0.285080956760794,NA,NA,53,22,"f","r",56.278778166686,"YA"
"737","5.13276868472558","278.042016806723","8.0420168067227","188.042016806723","low","294.23514753204","maps/google_map_1.png","16.1931307253171","objects/1/1_79.jpg","0.0","indoors","Pencil.jpg","old",4,8.01972445170395,291,"['return']",106,1,"indoors",1,0.41792605817318,NA,NA,95,22,"f","r",3.23514753204,"YA"
"1138","5.43797572362278","188.042016806723","188.042016806723","203.126050420168","singletons","311.731092436975","maps/google_map_1.png","None","objects/1/1_46.jpg","0.0","outdoors","Hat_Cowboy.jpg","old",4,4.15273440699093,248.5,"['return']",106,1,"indoors",0,1.36912520811893,NA,NA,3,22,"f","r",63.231092436975,"YA"
"1360","0.57690888315762","188.042016806723","278.042016806723","98.0420168067227","high","33.0712098625387","maps/google_map_1.png","154.970806944184","objects/1/1_42.jpg","0.0","outdoors","Ambulance.jpg","old",2,4.03963357699104,118.5,"['return']",106,0,"outdoors",1,0.259741282789037,NA,NA,69,22,"f","r",85.4287901374613,"YA"
"1550","4.80887697818667","278.042016806723","8.0420168067227","188.042016806723","low","275.668107029809","maps/google_map_1.png","2.3739097769137","objects/1/1_69.jpg","0.0","indoors","Oven.jpg","old",5,4.75250406074338,78,"['return']",106,1,"indoors",1,0.479785305913538,NA,NA,91,22,"f","r",162.331892970191,"YA"
"1738","4.91326335689075","278.042016806723","8.0420168067227","188.042016806723","low","281.652039566986","maps/google_map_1.png","3.61002276026322","objects/1/1_7.jpg","0.0","indoors","Briefcase_Open.jpg","old",1,4.66477754316293,300,"['return']",106,0,"indoors",1,0.681384322233498,NA,NA,98,22,"f","r",18.347960433014,"YA"
"20100","1.49098692810458","278.042016806723","98.0420168067227","145.806722689076","singletons","85.4705882352941","maps/google_map_1.png","None","objects/1/1_84.jpg","0.0","outdoors","Spider.jpg","old",4,2.47072106273845,224.5,"['return']",106,1,"outdoors",1,0.812539513455704,NA,NA,56,22,"f","r",139.029411764706,"YA"
"2369","4.74643123829751","278.042016806723","8.0420168067227","188.042016806723","low","272.088414934252","maps/google_map_1.png","5.95360187247068","objects/1/1_47.jpg","0.0","outdoors","Inukshuk.jpg","old",6,1.97562802466564,107.5,"['return']",106,1,"outdoors",1,0.548112012445927,NA,NA,78,22,"f","r",164.588414934252,"YA"
"2550","4.95315852937801","278.042016806723","8.0420168067227","188.042016806723","low","283.939023977084","maps/google_map_1.png","5.89700717036083","objects/1/1_131.jpg","0.0","indoors","MagazineRoll.jpg","old",1,2.14277294860221,289,"['return']",106,0,"indoors",1,0.285544727928936,NA,NA,9,22,"f","r",5.06097602291601,"YA"
"2760","4.18488089091467","188.042016806723","278.042016806723","98.0420168067227","medium","239.897630689376","maps/google_map_1.png","51.8556138826534","objects/1/1_102.jpg","0.0","outdoors","Stingray.jpg","old",2,3.44746835925616,190,"['return']",106,0,"outdoors",1,0.397005360107869,NA,NA,61,22,"f","r",49.897630689376,"YA"
"2948","4.82163852302059","278.042016806723","8.0420168067227","188.042016806723","low","276.39966055532","maps/google_map_1.png","1.64235625140229","objects/1/1_10.jpg","0.0","outdoors","Fish_Rockbass.jpg","old",2,6.18669810774736,208.5,"['return']",106,0,"outdoors",1,0.358868680894375,NA,NA,67,22,"f","r",67.89966055532,"YA"
"3270","5.71342937423938","278.042016806723","8.0420168067227","188.042016806723","medium","327.521429096525","maps/google_map_1.png","49.479412289802","objects/1/1_4.jpg","0.0","indoors","Knee.jpg","old",4,1.62957968539558,147,"['return']",106,1,"indoors",1,0.809795052744448,NA,NA,65,22,"f","r",179.478570903475,"YA"
"3760","2.2198327432349","278.042016806723","8.0420168067227","188.042016806723","high","127.251558529389","maps/google_map_1.png","150.790458277333","objects/1/1_124.jpg","0.0","indoors","GranolaBar.jpg","old",1,1.12305882549845,338,"['return']",106,0,"indoors",1,0.279858239227906,NA,NA,50,22,"f","r",149.251558529389,"YA"
"3930","5.38534920634921","278.042016806723","278.042016806723","203.126050420168","singletons","308.714285714286","maps/google_map_1.png","None","objects/1/1_142.jpg","0.0","outdoors","Cannon.jpg","old",5,2.38461902737617,191.5,"['return']",106,1,"outdoors",1,0.391907084733248,NA,NA,6,22,"f","r",117.214285714286,"YA"
"4413","1.05290515621748","278.042016806723","8.0420168067227","188.042016806723","high","60.3576204201105","maps/google_map_1.png","142.315603613388","objects/1/1_89.jpg","0.0","outdoors","Hubcap.jpg","old",2,1.38040371309035,39.5,"['return']",106,0,"outdoors",1,0.421974273631349,NA,NA,100,22,"f","r",20.8576204201105,"YA"
"5116","4.31440020892626","188.042016806723","278.042016806723","98.0420168067227","medium","247.322304970295","maps/google_map_1.png","59.2802881635726","objects/1/1_73.jpg","0.0","outdoors","Teardrop.jpg","old",1,1.25478779710829,331,"['return']",106,0,"indoors",0,0.684967483626679,NA,NA,94,22,"f","r",83.677695029705,"YA"
"5311","3.26057560325387","188.042016806723","278.042016806723","98.0420168067227","low","186.911977256591","maps/google_map_1.png","1.13003955013162","objects/1/1_3.jpg","0.0","outdoors","Pig.jpg","old",1,1.08592056925409,60.5,"['return']",106,0,"outdoors",1,0.287117252126336,NA,NA,87,22,"f","r",126.411977256591,"YA"
"5510","2.28038468720822","278.042016806723","98.0420168067227","266.478991596639","singletons","130.72268907563","maps/google_map_1.png","None","objects/1/1_138.jpg","0.0","indoors","Napkin_Single.jpg","old",1,1.73514214903116,305,"['return']",106,0,"indoors",1,0.304117704741657,NA,NA,24,22,"f","r",174.27731092437,"YA"
"5910","5.85405033378253","188.042016806723","278.042016806723","98.0420168067227","high","335.582503210464","maps/google_map_1.png","147.540486403741","objects/1/1_51.jpg","0.0","indoors","DusterFeather.jpg","old",1,0.836526823462918,231,"['return']",106,0,"indoors",1,3.86518427589908,NA,NA,39,22,"f","r",104.582503210464,"YA"
"6212","6.04730267906884","188.042016806723","278.042016806723","98.0420168067227","high","346.660663131335","maps/google_map_1.png","158.618646324612","objects/1/1_16.jpg","0.0","indoors","Qtip_Single.jpg","old",1,1.23119512293488,327.5,"['return']",106,0,"indoors",1,0.26031474256888,NA,NA,76,22,"f","r",19.160663131335,"YA"
"6612","1.91379961781992","278.042016806723","8.0420168067227","188.042016806723","high","109.708258346365","maps/google_map_1.png","168.333758460358","objects/1/1_91.jpg","0.0","outdoors","Toad.jpg","old",1,1.26998961297795,116,"['return']",106,0,"outdoors",1,0.965862388722599,NA,NA,99,22,"f","r",6.291741653635,"YA"
"689","3.41483596008504","188.042016806723","278.042016806723","98.0420168067227","low","195.754927648187","maps/google_map_1.png","7.71291084146422","objects/1/1_97.jpg","0.0","indoors","AirVent.jpg","old",3,5.19538595923223,244,"['return']",106,0,"indoors",1,0.328821377130225,NA,NA,78,22,"f","r",48.245072351813,"YA"
"7016","2.01725210084034","278.042016806723","188.042016806723","287.596638655462","singletons","115.638655462185","maps/google_map_1.png","None","objects/1/1_37.jpg","0.0","indoors","SmokeDetector.jpg","old",2,2.71326600550674,11.5,"['return']",106,0,"indoors",1,0.304432017030194,NA,NA,80,22,"f","r",104.138655462185,"YA"
"738","5.74281072966146","278.042016806723","8.0420168067227","188.042016806723","medium","329.205710617536","maps/google_map_1.png","51.1636938108132","objects/1/1_57.jpg","0.0","outdoors","Hat_Hard.jpg","old",4,1.43179315025918,32.5,"['return']",106,1,"indoors",0,1.2486370743718,NA,NA,61,22,"f","r",63.294289382464,"YA"
"759","4.28019234360411","278.042016806723","188.042016806723","40.218487394958","singletons","245.361344537815","maps/google_map_1.png","None","objects/1/1_54.jpg","0.0","outdoors","LightHouse.jpg","old",3,4.55353372264653,171.5,"['return']",106,0,"outdoors",1,0.519158387323841,NA,NA,36,22,"f","r",73.861344537815,"YA"
"779","0.117339180939333","278.042016806723","8.0420168067227","188.042016806723","medium","6.7264498627643","maps/google_map_1.png","88.6844330560416","objects/1/1_141.jpg","0.0","outdoors","Owl.jpg","old",1,1.05574305006303,355,"['return']",106,0,"outdoors",1,0.447889652568847,NA,NA,68,22,"f","r",11.7264498627643,"YA"
"799","5.71659287924037","278.042016806723","8.0420168067227","188.042016806723","medium","327.702776516964","maps/google_map_1.png","49.6607597102411","objects/1/1_48.jpg","0.0","indoors","Corkscrew.jpg","old",1,1.87173975561745,155,"['return']",106,0,"indoors",1,0.304549403022975,NA,NA,76,22,"f","r",172.702776516964,"YA"
"8112","1.32425446506912","278.042016806723","8.0420168067227","188.042016806723","high","75.9126763415421","maps/google_map_1.png","157.870659534819","objects/1/1_88.jpg","0.0","outdoors","Golf_Club.jpg","old",2,7.2129954721313,8,"['return']",106,0,"indoors",0,0.401542684296146,NA,NA,93,22,"f","r",67.9126763415421,"YA"
"837","3.0677421730749","188.042016806723","278.042016806723","98.0420168067227","low","175.857831577542","maps/google_map_1.png","12.184185229181","objects/1/1_21.jpg","0.0","outdoors","Cow.jpg","old",1,1.08333005779423,82,"['return']",106,0,"outdoors",1,0.704255360644311,NA,NA,4,22,"f","r",93.857831577542,"YA"
"8515","4.94359377792661","188.042016806723","278.042016806723","98.0420168067227","medium","283.390726123181","maps/google_map_1.png","95.3487093164585","objects/1/1_98.jpg","0.0","indoors","Pasta_Spaghetti.jpg","old",1,2.89641295885667,188.5,"['return']",106,0,"indoors",1,0.236405831528828,NA,NA,73,22,"f","r",94.890726123181,"YA"
"8710","3.38554154995331","188.042016806723","98.0420168067227","163.90756302521","singletons","194.075630252101","maps/google_map_1.png","None","objects/1/1_8.jpg","0.0","outdoors","Snake_Cobra.jpg","old",1,0.785104992799461,157.5,"['return']",106,0,"outdoors",1,0.375993255060166,NA,NA,98,22,"f","r",36.575630252101,"YA"
"906","5.25523584826322","278.042016806723","8.0420168067227","188.042016806723","low","301.255558180694","maps/google_map_1.png","23.2135413739712","objects/1/1_29.jpg","0.0","indoors","DogTreat.jpg","old",2,0.950168398674577,135.5,"['return']",106,0,"indoors",1,0.364980453858152,NA,NA,82,22,"f","r",165.755558180694,"YA"
"9215","0.805793170657442","188.042016806723","278.042016806723","98.0420168067227","high","46.1919651969234","maps/google_map_1.png","141.850051609799","objects/1/1_103.jpg","0.0","outdoors","Stone_Spa.jpg","old",1,2.20948479510844,168.5,"['return']",106,0,"outdoors",1,1.26413652487099,NA,NA,84,22,"f","r",122.308034803077,"YA"
"9412","0.37256498426056","188.042016806723","278.042016806723","98.0420168067227","high","21.3572283971022","maps/google_map_1.png","166.684788409621","objects/1/1_85.jpg","0.0","outdoors","Panda.jpg","old",1,1.86420684191398,68,"['return']",106,0,"outdoors",1,0.589866812108085,NA,NA,26,22,"f","r",46.6427716028978,"YA"
"9811","4.9253324372306","278.042016806723","8.0420168067227","188.042016806723","low","282.343897675639","maps/google_map_1.png","4.30188086891649","objects/1/1_127.jpg","0.0","outdoors","FireHydrant.jpg","old",1,1.36667788261548,307,"['return']",106,0,"outdoors",1,0.603991947602481,NA,NA,52,22,"f","r",24.656102324361,"YA"
"10014","2.05148667719771","278.042016806723","8.0420168067227","188.042016806723","high","117.601147100506","maps/google_map_1.png","160.440869706217","objects/1/1_65.jpg","0.0","indoors","Mattress.jpg","old",1,0.826039372943342,299.5,"['return']",106,0,"indoors",1,0.35584069788456,NA,NA,51,22,"f","r",178.101147100506,"YA"
"10315","4.36454005567457","278.042016806723","8.0420168067227","188.042016806723","low","250.19656370109","maps/google_map_1.png","27.8454531056325","objects/1/1_111.jpg","0.0","indoors","Hand.jpg","old",1,0.955501446500421,244,"['return']",106,0,"outdoors",0,0.662039034999907,NA,NA,4,22,"f","r",6.19656370109001,"YA"
"1067","5.79811449544361","188.042016806723","278.042016806723","98.0420168067227","high","332.375990184666","maps/google_map_1.png","144.333973377943","objects/1/1_30.jpg","0.0","outdoors","Dolphine.jpg","old",1,0.638547531329095,176.5,"['return']",106,0,"outdoors",1,0.235101114492863,NA,NA,88,22,"f","r",155.875990184666,"YA"
"11213","5.02691186826005","278.042016806723","8.0420168067227","188.042016806723","low","288.166922384334","maps/google_map_1.png","10.1249055776116","objects/1/1_133.jpg","0.0","indoors","Clip_Paper.jpg","old",3,1.57692049001344,257,"['return']",106,0,"indoors",1,0.354198896791786,NA,NA,14,22,"f","r",31.166922384334,"YA"
"11510","2.70139682539683","278.042016806723","188.042016806723","296.647058823529","singletons","154.857142857143","maps/google_map_1.png","None","objects/1/1_13.jpg","0.0","outdoors","Bird_Duck.jpg","old",1,1.1905689612031,137.5,"['return']",106,0,"outdoors",1,1.75089900125749,NA,NA,86,22,"f","r",17.357142857143,"YA"
"11912","0.521825931606316","188.042016806723","278.042016806723","98.0420168067227","high","29.9135884360309","maps/google_map_1.png","158.128428370692","objects/1/1_70.jpg","0.0","outdoors","Colosseum.jpg","old",5,2.59963597613387,4.5,"['return']",106,1,"outdoors",1,0.438258222304285,NA,NA,45,22,"f","r",25.4135884360309,"YA"
"12115","4.84175357584233","188.042016806723","278.042016806723","98.0420168067227","medium","277.552752755293","maps/google_map_1.png","89.51073594857","objects/1/1_52.jpg","0.0","indoors","Star.jpg","old",3,2.36725647398271,351,"['return']",106,0,"outdoors",0,0.464953929651529,NA,NA,30,22,"f","r",73.447247244707,"YA"
"12313","4.85353904420043","278.042016806723","8.0420168067227","188.042016806723","low","278.228352852254","maps/google_map_1.png","0.186336045531044","objects/1/1_87.jpg","0.0","indoors","Clock_Digital.jpg","old",1,4.8916748596821,240,"['return']",106,0,"indoors",1,0.368285865522921,NA,NA,39,22,"f","r",38.228352852254,"YA"
"12514","5.53772003657507","188.042016806723","278.042016806723","98.0420168067227","medium","317.448919294112","maps/google_map_1.png","129.40690248739","objects/1/1_101.jpg","0.0","indoors","Accordion.jpg","old",6,2.50559626938775,252,"['return']",106,1,"indoors",1,0.846263631014153,NA,NA,66,22,"f","r",65.448919294112,"YA"
"12815","4.53169984720504","188.042016806723","278.042016806723","98.0420168067227","medium","259.778972132773","maps/google_map_1.png","71.7369553260505","objects/1/1_112.jpg","0.0","outdoors","House_Stone.jpg","old",6,2.13605500198901,67.5,"['return']",106,1,"outdoors",1,0.593368509085849,NA,NA,77,22,"f","r",167.721027867227,"YA"
"13010","2.27637408236364","278.042016806723","8.0420168067227","188.042016806723","high","130.492781791546","maps/google_map_1.png","147.549235015176","objects/1/1_104.jpg","0.0","indoors","Desk_Office.jpg","old",4,3.28771554981358,31,"['return']",106,1,"indoors",1,0.5406015496701,NA,NA,43,22,"f","r",99.492781791546,"YA"
"13313","4.9643370681606","188.042016806723","188.042016806723","260.44537815126","singletons","284.579831932773","maps/google_map_1.png","None","objects/1/1_45.jpg","0.0","outdoors","Seashell_AlternateTellin.jpg","old",1,1.01003689435311,299,"['return']",106,0,"outdoors",1,0.450984025839716,NA,NA,36,22,"f","r",14.420168067227,"YA"
"13514","5.49533008482397","188.042016806723","278.042016806723","98.0420168067227","medium","315.018922059973","maps/google_map_1.png","126.97690525325","objects/1/1_24.jpg","0.0","outdoors","Igloo.jpg","old",1,1.16881629754789,151,"['return']",106,0,"outdoors",1,0.594565782696009,NA,NA,67,22,"f","r",164.018922059973,"YA"
"13815","0.596336134453782","188.042016806723","98.0420168067227","82.453781512605","singletons","34.1848739495798","maps/google_map_1.png","None","objects/1/1_67.jpg","0.0","outdoors","Acorn.jpg","old",1,1.52445854176767,296.5,"['return']",106,0,"outdoors",1,1.77038380480371,NA,NA,97,22,"f","r",97.6848739495798,"YA"
"14110","0.543709617180205","278.042016806723","98.0420168067227","329.831932773109","singletons","31.1680672268908","maps/google_map_1.png","None","objects/1/1_53.jpg","0.0","indoors","NailPolish.jpg","old",1,0.768250791588798,239,"['return']",106,0,"indoors",1,1.28127649379894,NA,NA,84,22,"f","r",152.168067226891,"YA"
"1439","4.64857796451914","278.042016806723","278.042016806723","73.4033613445378","singletons","266.478991596639","maps/google_map_1.png","None","objects/1/1_86.jpg","0.0","outdoors","Light_Traffic.jpg","old",2,1.37012377288193,148,"['return']",106,0,"outdoors",1,0.275727596832439,NA,NA,19,22,"f","r",118.478991596639,"YA"
"14610","5.28009617180205","188.042016806723","8.0420168067227","347.932773109244","singletons","302.680672268908","maps/google_map_1.png","None","objects/1/1_116.jpg","0.0","outdoors","BicycleWheel.jpg","old",2,1.48101992555894,324,"['return']",106,0,"outdoors",1,3.58360942965373,NA,NA,43,22,"f","r",21.319327731092,"YA"
"1499","5.36898837962278","188.042016806723","278.042016806723","98.0420168067227","medium","307.77640392742","maps/google_map_1.png","119.734387120698","objects/1/1_32.jpg","0.0","indoors","Skirt_Long.jpg","old",1,0.751395949162543,336.5,"['return']",106,0,"indoors",1,1.14416444092058,NA,NA,42,22,"f","r",28.72359607258,"YA"
"15116","4.53398830670129","278.042016806723","8.0420168067227","188.042016806723","low","259.910157708991","maps/google_map_1.png","18.1318590977318","objects/1/1_25.jpg","0.0","indoors","Broom_Short.jpg","old",3,2.65728888986632,1,"['return']",106,0,"outdoors",0,0.547775249229744,NA,NA,12,22,"f","r",101.089842291009,"YA"
"15517","0.824318083860879","188.042016806723","278.042016806723","98.0420168067227","high","47.2539028964835","maps/google_map_1.png","140.788113910239","objects/1/1_63.jpg","0.0","indoors","Ashtray_Empty.jpg","old",1,1.05920754256658,249,"['return']",106,0,"outdoors",0,1.15709005785175,NA,NA,31,22,"f","r",158.253902896484,"YA"
"15716","5.07035529854437","278.042016806723","8.0420168067227","188.042016806723","low","290.657310107639","maps/google_map_1.png","12.6152933009163","objects/1/1_76.jpg","0.0","outdoors","Dragonfly.jpg","old",1,0.959496742114425,46.5,"['return']",106,0,"indoors",0,0.790118133882061,NA,NA,87,22,"f","r",115.842689892361,"YA"
"15920","1.87103999898626","278.042016806723","8.0420168067227","188.042016806723","high","107.257070005582","maps/google_map_1.png","170.784946801141","objects/1/1_139.jpg","0.0","outdoors","Boot_Rain.jpg","old",1,3.77947655552998,157.5,"['return']",106,0,"outdoors",1,0.423160642618313,NA,NA,29,22,"f","r",50.242929994418,"YA"
"1648","1.33310737628385","278.042016806723","98.0420168067227","94.5210084033613","singletons","76.4201680672269","maps/google_map_1.png","None","objects/1/1_66.jpg","0.0","outdoors","Pickaxe.jpg","old",3,1.03926570340991,179,"['return']",106,0,"outdoors",1,0.302403098437935,NA,NA,83,22,"f","r",102.579831932773,"YA"
"1669","1.45823601257146","278.042016806723","8.0420168067227","188.042016806723","high","83.5931472174722","maps/google_map_1.png","165.551130410749","objects/1/1_56.jpg","0.0","indoors","Case_CD.jpg","old",2,2.20374506572261,255,"['return']",106,0,"indoors",1,0.681039540795609,NA,NA,37,22,"f","r",171.406852782528,"YA"
"16812","3.39498932741732","188.042016806723","278.042016806723","98.0420168067227","low","194.617222590802","maps/google_map_1.png","6.57520578407893","objects/1/1_61.jpg","0.0","indoors","ServiceBell.jpg","old",1,1.34373628417961,247.5,"['return']",106,0,"indoors",1,0.237647686386481,NA,NA,57,22,"f","r",52.882777409198,"YA"
"17113","3.48227352382886","188.042016806723","278.042016806723","98.0420168067227","low","199.620775251336","maps/google_map_1.png","11.5787584446131","objects/1/1_22.jpg","0.0","indoors","Vase_Decorative.jpg","old",4,1.97439515008591,334.5,"['return']",106,1,"indoors",1,1.62454829970375,NA,NA,11,22,"f","r",134.879224748664,"YA"
"1739","0.0052417025467987","278.042016806723","8.0420168067227","188.042016806723","medium","0.30047976382923","maps/google_map_1.png","82.2584629571065","objects/1/1_134.jpg","0.0","indoors","Pretzel_Sticks.jpg","old",1,1.85986836836673,229,"['return']",106,0,"indoors",1,0.628333840053529,NA,NA,34,22,"f","r",131.300479763829,"YA"
"17515","1.12233706406175","278.042016806723","8.0420168067227","188.042016806723","high","64.3377934812466","maps/google_map_1.png","146.295776674524","objects/1/1_136.jpg","0.0","outdoors","Bus_School.jpg","old",2,1.4196744824294,324,"['return']",106,0,"outdoors",1,0.266670588636771,NA,NA,60,22,"f","r",100.337793481247,"YA"
"17713","5.68818423742751","278.042016806723","8.0420168067227","188.042016806723","medium","326.074255648711","maps/google_map_1.png","48.0322388419881","objects/1/1_14.jpg","0.0","outdoors","Bird_Peacock.jpg","old",1,3.6805168974679,46.5,"['return']",106,0,"outdoors",1,0.267794094979763,NA,NA,38,22,"f","r",80.425744351289,"YA"
"18211","6.17293066231857","278.042016806723","8.0420168067227","188.042016806723","medium","353.862267266669","maps/google_map_1.png","75.8202504599467","objects/1/1_118.jpg","0.0","outdoors","DogHouse.jpg","old",1,1.42218320886604,171.5,"['return']",106,0,"outdoors",1,0.074790240265429,NA,NA,23,22,"f","r",177.637732733331,"YA"
"18411","3.96443323996265","278.042016806723","98.0420168067227","272.512605042017","singletons","227.260504201681","maps/google_map_1.png","None","objects/1/1_15.jpg","0.0","indoors","Toy_Lion.jpg","old",2,1.54058629646897,38,"['return']",106,0,"indoors",1,0.471759114181623,NA,NA,59,22,"f","r",170.739495798319,"YA"
"18714","4.64857796451914","188.042016806723","188.042016806723","124.689075630252","singletons","266.478991596639","maps/google_map_1.png","None","objects/1/1_33.jpg","0.0","indoors","Mop.jpg","old",3,1.48549534962513,18.5,"['return']",106,0,"indoors",1,0.433789533795789,NA,NA,74,22,"f","r",112.021008403361,"YA"
"19014","2.869708384649","188.042016806723","278.042016806723","98.0420168067227","low","164.50557619007","maps/google_map_1.png","23.5364406166527","objects/1/1_96.jpg","0.0","indoors","IroningBoard.jpg","old",4,1.4817271286156,246,"['return']",106,1,"indoors",1,0.256376215722412,NA,NA,89,22,"f","r",81.49442380993,"YA"
